Марка;Модель;Годы;Экран;Магнитола;Цена магнитолы;Рамка;Артикул рамки;Цена рамки;Проводка;Цена проводки;Итого;Статус;Вариантов рамок;Вариантов проводки;Рамок с фото
Toyota;RAV4;2019–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota RAV4 2019+ 10 дюймов (для авто с внутр. китайского рынка);TO 517T;810;Переходник Андроид магнитолы для Toyota 2018+;3102;21012;ок;3;8;0
Toyota;RAV4;2019–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Toyota RAV4 2019+ для 12,3 магнитолы;TK 3018;1432;Переходник Андроид магнитолы для Toyota 2018+;3102;30934;ок;1;8;0
Toyota;RAV4;2023–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Крышка для установки 12,3 дюйма рамки в Toyota RAV4 2023+ (для авто с внутреннего китайского рынка);152B;1283;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;30483;ок;2;8;0
Toyota;Ractis;2005–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Toyota Ractis 2005 — 2010 9 дюймов;TO 760N;2019;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19669;ок;1;5;0
Toyota;Ractis;2010–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Ractis 2010 - 2016 9 дюймов;TO 340N;953;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18603;ок;1;5;0
Toyota;Raize;2019–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Raize, Daihatsu Rocky 2019+ 10 дюймов тип 4;TO 525T;897;Переходник Андроид магнитолы для Toyota Raize, Daihatsu Rocky 2019+ (без CAN);769;18766;ок;4;7;0
Toyota;Raize;2019–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Raize, Daihatsu Rocky 2019+ для 12,3 дюйма магнитолы тип 5 (для замены 200*100 мм);K48 PA1+K328;2702;Переходник Андроид магнитолы для Toyota Raize, Daihatsu Rocky 2019+ (без CAN);769;29871;ок;1;7;0
Toyota;Raum;2003–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Raum 2003 - 2011 9 дюймов;TO 456N;1368;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19018;ок;1;5;0
Toyota;Reize;2009–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Mark X, Reiz 2009 - 2019 9 дюймов;TO 175N;1263;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18913;ок;1;5;0
Toyota;Roomy;2016–2020;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tank, Roomy 2016 - 2020 10 дюймов (авто с кондиционером);TO 502T;2950;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20700;ок;2;5;0
Toyota;Roomy;2020–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tank, Roomy 2020+ 10 дюймов;TO 615T;2302;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;22202;ок;1;5;0
Toyota;Runx;2001–2006;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Corolla 2001 - 2004 (пр руль), 2001 - 2006 (л руль) 9 дюймов (беж);TK254 brown;1096;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18746;ок;2;5;0
Toyota;Runx;2004–2006;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Corolla 2004 - 2006 (бежевая) 9 дюймов (правый руль);TO 300N;982;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18632;ок;1;5;0
Toyota;Rush;2006–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Rush 2006 - 2016 9 дюймов;TO 392N;1775;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19425;ок;1;5;0
Toyota;Sequoia;2007–2017;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tundra 2007 - 2013, Sequoia 2008 - 2017 10 дюймов;TO 191T;971;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18721;ок;1;8;0
Toyota;Sienna;2010–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Sienna 2010 - 2014 9 дюймов;TO 180N;707;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18357;ок;1;6;0
Toyota;Sienna;2021–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Sienna 2021+ для 12,3 дюйма магнитолы;TK3017;1663;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;30863;ок;1;6;0
Toyota;Sienta;2003–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Sienta 2003 - 2015 9 дюймов;TO 357N;2601;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20251;ок;1;6;0
Toyota;Sienta;2015–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Sienta 2015 - 2021 (для замены маг-лы 200*100мм) 10 дюймов;TO 318T;1293;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19043;ок;1;6;0
Toyota;Sienta;2022–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Toyota Sienta 2022+ 10 дюймов;TO 623T;1416;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;21316;ок;1;6;0
Toyota;Spade;2012–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Spade 2012+, Porte 2012 - 2020 9 дюймов;TO 405N;871;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18521;ок;1;5;0
Toyota;Succeed;2002–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Probox, Succeed 2002 - 2014 9 дюймов;TO 428N;1028;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18678;ок;1;5;0
Toyota;Succeed;2014–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Probox, Succeed 2014+ 9 дюймов;TO 429N;1297;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18947;ок;1;5;0
Toyota;Tacoma;2015–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Tacoma 2015 - 2019 9 дюймов;TO 506N;929;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18579;ок;1;7;0
Toyota;Tacoma;2015–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tacoma 2015+ 10 дюймов (черная);TO 504T;1834;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;21734;ок;2;7;0
Toyota;Tank;2016–2020;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tank, Roomy 2016 - 2020 10 дюймов (авто с кондиционером);TO 502T;2950;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20700;ок;2;5;0
Toyota;Tank;2020–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tank, Roomy 2020+ 10 дюймов;TO 615T;2302;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;22202;ок;1;5;0
Toyota;Town Ace;2008–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Town Ace 2008 - 2020 9 дюймов;TO 457N;898;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18548;ок;1;5;0
Toyota;Tundra;2007–2017;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Tundra 2007 - 2013, Sequoia 2008 - 2017 10 дюймов;TO 191T;971;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18721;ок;1;8;0
Toyota;Vellfire;2008–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Alphard, Vellfire 2008 - 2015 9 дюймов;TO 262N;786;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18436;ок;3;5;0
Toyota;Vellfire;2008–2015;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Alphard, Vellfire 2008 - 2015 10 дюймов;TO 277T;1797;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19547;ок;1;5;0
Toyota;Vellfire;2008–2015;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Alphard, Vellfire 2008 - 2015 для 12,3 дюйма магнитолы;K166;4365;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;31415;ок;1;5;0
Toyota;Vellfire;2015–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Toyota Alphard, Vellfire 15-21 (JBL, HDMI, 360);IN-TY1065T;28205;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;45955;ок;1;5;0
Toyota;Vellfire;2015–2023;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Alphard, Vellfire 2015 - 2023 10 дюймов Тип2;TO 468T;1207;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;21107;ок;2;5;0
Toyota;Venza;2008–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Venza 2008 - 2016 9 дюймов;TO 361N;1020;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18670;ок;1;7;0
Toyota;Venza;2008–2016;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Toyota Venza 2008 — 2016 для 12,3 дюйма магнитолы;K16 PA2 PA4;8508;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;35558;ок;1;7;0
Toyota;Venza;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Harrier, Venza 2021+  10 дюймов;TO 549T;1708;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;21608;ок;1;7;0
Toyota;Venza;2021–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Toyota Harrier, Venza 2021+ для 12,3 магнитолы;TK 3023;2530;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;31730;ок;1;7;0
Toyota;Verossa;2000–2004;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Mark 110, Verossa 2000 - 2004 9 дюймов;TO 258N;807;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18457;ок;1;5;0
Toyota;Verso;2009–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Verso 2009 - 2018 9 дюймов (для авто с климат контролем);TO 352N;837;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18487;ок;2;5;0
Toyota;Vitz;1999–2005;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Vitz 1999 - 2005 9 дюймов;TO 209N;924;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18574;ок;2;5;0
Toyota;Vitz;2005–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Vitz 2005 - 2010 9 дюймов черная;TO 245N;1221;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18871;ок;2;5;0
Toyota;Vitz;2005–2010;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Toyota Vitz 2005 - 2010 9 дюймов черная Тип2;TO 700N;2109;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;29159;ок;3;5;0
Toyota;Vitz;2010–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Vitz, Yaris 2010 - 2014 9 дюймов;104-06303-218;1123;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18773;ок;1;5;0
